Account,Region,SecurityIDType,SecurityID,Description,Quantity,RequestID,QuantityReceived,Rate,LocateID
CIL,US,SEDOL,BD3D9G5,ARNC US Equity,38000,,38000,GC,4572255557597744082-CPB10920
CIL,US,SEDOL,BYRGSX7,AROC US Equity,101000,,101000,GC,2521447982357695499-CPB10920
CIL,US,SEDOL,2051374,AROW US Equity,30000,,14720,GC,7508520187890320632-CPB10920
CIL,US,SEDOL,2053994,ARQL US Equity,128000,,128000,GC,6616843322682816208-CPB10920
CIL,US,SEDOL,BYRYKS0,ARR US Equity,60000,,60000,GC,893376942166655168-CPB10920
CIL,US,SEDOL,2418258,ARTNA US Equity,28000,,18832,GC,3624196918572434902-CPB10920
CIL,US,SEDOL,BDZ30Q0,ARVN US Equity,43000,,43000,GC,6877011419026339191-CPB10920
CIL,US,SEDOL,2051404,ARW US Equity,14000,,14000,GC,448447542963029791-CPB10920
CIL,US,SEDOL,BYQBFJ8,ARWR US Equity,36000,,36000,GC,8201168489324459215-CPB10920
CIL,US,SEDOL,B2R8S28,ASAZY US Equity,91000,,91000,11.88,1198351338405541715-CPB10920
CIL,US,SEDOL,2055718,ASB US Equity,50000,,50000,GC,2720557158747750788-CPB10920
CIL,US,SEDOL,2416218,ASBFY US Equity,35000,,0,N/A,N/A
CIL,US,SEDOL,BCGCR57,ASC US Equity,155000,,155000,GC,5896521526902211244-CPB10920
CIL,US,SEDOL,B44JHM1,ASEA US Equity,64000,,0,N/A,N/A
CIL,US,SEDOL,BFY8W20,ASGN US Equity,17000,,17000,GC,6202371897877286683-CPB10920
CIL,US,SEDOL,BYND5N1,ASH US Equity,14000,,14000,GC,741543323828898882-CPB10920
CIL,US,SEDOL,BG6N3R2,ASHR US Equity,37000,,37000,2.63,7467094803970477713-CPB10920
CIL,US,SEDOL,BLLHGG4,ASHS US Equity,38000,,2844,8.63,7012470944192414947-CPB10920
CIL,US,SEDOL,B4X3KK3,ASHTY US Equity,10000,,0,N/A,N/A
CIL,US,SEDOL,BYSQHB7,ASHX US Equity,51000,,0,N/A,N/A
CIL,US,SEDOL,BYMMZL7,ASIX US Equity,40000,,40000,GC,5089104716195871655-CPB10920
CIL,US,SEDOL,BP4WW00,ASMB US Equity,76000,,76000,GC,1347428287259165814-CPB10920
CIL,US,SEDOL,B908F01,ASML US Equity,2000,,2000,GC,7722240210069180402-CPB10920
CIL,US,SEDOL,BV9G6B8,ASND US Equity,10000,,10000,GC,5412670600910293474-CPB10920
CIL,US,SEDOL,B5T0DW8,ASOMY US Equity,33000,,0,N/A,N/A
CIL,US,SEDOL,B3VL8R5,ASPS US Equity,50000,,24242,1.23,3593993921349073638-CPB10920
CIL,US,SEDOL,2639361,ASR US Equity,7000,,7000,GC,8003237244572448334-CPB10920
CIL,US,SEDOL,2060370,ASTE US Equity,32000,,32000,GC,2666383100993424939-CPB10920
CIL,US,SEDOL,B3F4DM0,ATASY US Equity,84000,,0,N/A,N/A
CIL,US,SEDOL,2026413,ATAX US Equity,126000,,18533,5.88,6572790318201063377-CPB10920
CIL,US,SEDOL,BD60BG7,ATEC US Equity,183000,,183000,GC,4330768453940917867-CPB10920
CIL,US,SEDOL,BKQVBN6,ATEN US Equity,141000,,141000,GC,5736330587219147303-CPB10920
CIL,US,SEDOL,BJVNMJ3,ATEX US Equity,29000,,29000,GC,3147518904348067882-CPB10920
CIL,US,SEDOL,BZ12TX5,ATGE US Equity,25000,,25000,GC,182615565418122354-CPB10920
CIL,US,SEDOL,BZ13MZ1,ATH US Equity,24000,,24000,GC,3134934433763736320-CPB10920
CIL,US,SEDOL,BH5QGR0,ATHM US Equity,12000,,12000,GC,5238237979497547222-CPB10920
CIL,US,SEDOL,2526117,ATI US Equity,51000,,51000,GC,7824913247816300840-CPB10920
CIL,US,SEDOL,BDHF495,ATKR US Equity,34000,,34000,GC,127898843366903660-CPB10920
CIL,US,SEDOL,2062019,ATLCY US Equity,36000,,0,N/A,N/A
CIL,US,SEDOL,2061997,ATLKY US Equity,32000,,14988,GC,2925702521503107540-CPB10920
CIL,US,SEDOL,B00MZ00,ATLO US Equity,36000,,8234,GC,4534990984565404160-CPB10920
CIL,US,SEDOL,B92YDB4,ATMP US Equity,54000,,22275,3.38,5317784601828833976-CPB10920
CIL,US,SEDOL,BDC84D3,ATNI US Equity,17000,,17000,GC,8305242856430613322-CPB10920
CIL,US,SEDOL,BF04FC3,ATNX US Equity,76000,,76000,GC,4668943086499023512-CPB10920
CIL,US,SEDOL,2315359,ATO US Equity,9000,,9000,GC,2879720561548414906-CPB10920
CIL,US,SEDOL,2045247,ATR US Equity,9000,,9000,GC,4207666422249308302-CPB10920
CIL,US,SEDOL,BP4WT09,ATRA US Equity,68000,,68000,GC,2635116592952526561-CPB10920
CIL,US,SEDOL,B0C8KV2,ATRC US Equity,41000,,41000,GC,2430801004712278423-CPB10920
CIL,US,SEDOL,2012735,ATRI US Equity,2000,,2000,GC,8218400093989128905-CPB10920
CIL,US,SEDOL,2060518,ATRO US Equity,34000,,34000,GC,5508589582116405932-CPB10920
CIL,US,SEDOL,2613848,ATROB US Equity,34000,,6946,GC,756764450671379375-CPB10920
CIL,US,SEDOL,2938002,ATSG US Equity,49000,,49000,GC,3225685487635707596-CPB10920
CIL,US,Unknown,ATU US,ATU US Equity,42000,,0,N/A,N/A
CIL,US,SEDOL,BDRY7P9,ATUS US Equity,35000,,35000,GC,3991795099146501688-CPB10920
CIL,US,SEDOL,2575818,ATVI US Equity,21000,,21000,GC,2079208528439168231-CPB10920
CIL,US,SEDOL,2257495,AU US Equity,48000,,48000,GC,1342034552142251191-CPB10920
CIL,US,SEDOL,BFZ9DB8,AUB US Equity,27000,,27000,GC,2327384202017289794-CPB10920
CIL,US,SEDOL,BD61DC0,AUCOY US Equity,71000,,0,N/A,N/A
CIL,US,SEDOL,2424040,AUDC US Equity,48000,,48000,GC,291775186817038857-CPB10920
CIL,US,SEDOL,BFMLGR4,AUTL US Equity,77000,,77000,8.38,4607757582762001470-CPB10920
CIL,US,SEDOL,2942605,AVA US Equity,21000,,21000,GC,1845057439474630247-CPB10920
CIL,US,SEDOL,BQRX1Y4,AVAL US Equity,132000,,62432,GC,9123482954889543576-CPB10920
CIL,US,SEDOL,B1P5YY8,AVAV US Equity,17000,,17000,GC,3604852951635639714-CPB10920
CIL,US,SEDOL,2131179,AVB US Equity,6000,,6000,GC,2871264254137580649-CPB10920
CIL,US,SEDOL,2025711,AVD US Equity,64000,,64000,GC,6875745349881476514-CPB10920
CIL,US,SEDOL,BJ0CLV6,AVDR US Equity,40000,,40000,GC,2988135646043291193-CPB10920
CIL,US,SEDOL,BDZ78H9,AVGO US Equity,5000,,5000,GC,181857587098596867-CPB10920
CIL,US,SEDOL,2065870,AVID US Equity,166000,,166000,GC,3330235679813423077-CPB10920
CIL,US,SEDOL,2627485,AVK US Equity,68000,,0,N/A,N/A
CIL,US,SEDOL,BZ1NVP4,AVLR US Equity,14000,,14000,GC,3292932713724162372-CPB10920
CIL,US,Unknown,AVMXY US,AVMXY US Equity,128000,,0,N/A,N/A
CIL,US,SEDOL,BFFVV54,AVNS US Equity,28000,,28000,GC,6177143603448924707-CPB10920
CIL,US,SEDOL,BF2G3Y5,AVRO US Equity,59000,,59000,GC,8068853590623563782-CPB10920
CIL,US,SEDOL,2066505,AVT US Equity,24000,,24000,GC,7509098565288084743-CPB10920
CIL,US,SEDOL,BJLT387,AVTR US Equity,66000,,66000,GC,1179209234361634580-CPB10920
CIL,US,SEDOL,B51YWG5,AVVIY US Equity,104000,,0,N/A,N/A
CIL,US,SEDOL,2053983,AVX US Equity,66000,,66000,GC,2633915135402816619-CPB10920
CIL,US,SEDOL,2066408,AVY US Equity,9000,,22000,GC,671834273571162030-CPB10920
CIL,US,SEDOL,2066408,AVY US Equity,13000,,22000,GC,671834273571162030-CPB10920
CIL,US,SEDOL,BD9G9B3,AVYA US Equity,97000,,97000,GC,3902923184384687583-CPB10920
CIL,US,SEDOL,2954912,AWCMY US Equity,156000,,0,N/A,N/A
CIL,US,SEDOL,2019792,AWF US Equity,84000,,35307,8.75,8884647222084914523-CPB10920
CIL,US,SEDOL,B1FT462,AWI US Equity,11000,,11000,GC,1603642604118492516-CPB10920
CIL,US,SEDOL,B2R3PV1,AWK US Equity,14000,,14000,GC,881236674444805445-CPB10920
CIL,US,SEDOL,BG1Z6R4,AWP US Equity,163000,,125592,10.88,7607354620908384456-CPB10920
CIL,US,SEDOL,2267171,AWR US Equity,12000,,12000,GC,6035077469407917984-CPB10920
CIL,US,SEDOL,BGK38H3,AX US Equity,37000,,37000,GC,3590492962895870862-CPB10920
CIL,US,SEDOL,2059420,AXAHY US Equity,40000,,28457,1.35,6111490088823140920-CPB10920
CIL,US,SEDOL,B8QZWL9,AXDX US Equity,48000,,11665,46.13,1120957233992254423-CPB10920
CIL,US,SEDOL,2468844,AXE US Equity,16000,,16000,GC,2537917011369573457-CPB10920
CIL,US,SEDOL,B7254K9,AXGN US Equity,74000,,74000,GC,7541322635575838635-CPB10920
CIL,US,SEDOL,2382416,AXL US Equity,134000,,134000,GC,5206113107836320037-CPB10920
CIL,US,SEDOL,BGDQ8B3,AXNX US Equity,34000,,34000,GC,9123310984623243986-CPB10920
CIL,US,SEDOL,2026082,AXP US Equity,13000,,13000,GC,647111851988072032-CPB10920
CIL,US,SEDOL,2677606,AXS US Equity,16000,,16000,GC,5802416294658815346-CPB10920
CIL,US,SEDOL,BYZR4X4,AXSM US Equity,39000,,39000,0.85,6393973746627789164-CPB10920
CIL,US,SEDOL,BSFWCF5,AXTA US Equity,34000,,34000,GC,8506408890687798607-CPB10920
CIL,US,SEDOL,BLP5YB5,AY US Equity,42000,,42000,GC,7354676221921797-CPB10920
CIL,US,SEDOL,2818461,AYI US Equity,8000,,8000,GC,7802805087171228652-CPB10920
CIL,US,SEDOL,B1BDJQ3,AYR US Equity,45000,,45000,GC,2725672428913999797-CPB10920
CIL,US,SEDOL,BYWMQJ2,AYX US Equity,9000,,9000,GC,4635902984800681506-CPB10920
CIL,US,SEDOL,2989044,AZN US Equity,45000,,45000,GC,4754750353640671232-CPB10920
CIL,US,SEDOL,2065955,AZO US Equity,2000,,2000,GC,1650293314119645350-CPB10920
CIL,US,SEDOL,2051868,AZPN US Equity,8000,,8000,GC,6166028465162504628-CPB10920
CIL,US,SEDOL,BDG16Z4,AZRE US Equity,88000,,17119,15.50,7947744019830584714-CPB10920
CIL,US,SEDOL,2676573,AZSEY US Equity,50000,,29129,4.88,7470408283066224195-CPB10920
CIL,US,SEDOL,BDCT500,AZUL US Equity,30000,,30000,GC,7865248372951893533-CPB10920
CIL,US,SEDOL,2067672,AZZ US Equity,24000,,24000,GC,6071593801426422232-CPB10920
CIL,US,SEDOL,2080732,B US Equity,19000,,19000,GC,4164705580521271947-CPB10920
CIL,US,SEDOL,2108601,BA US Equity,6000,,6000,GC,2760047808224605114-CPB10920
CIL,US,SEDOL,BP41ZD1,BABA US Equity,6000,,6000,GC,3759209515173955981-CPB10920
CIL,US,SEDOL,2295677,BAC US Equity,40000,,40000,GC,1828002464718081202-CPB10920
CIL,US,SEDOL,B3F2FD9,BACHY US Equity,103000,,0,N/A,N/A
CIL,US,SEDOL,2307152,BAESY US Equity,36000,,36000,GC,3570931250149374002-CPB10920
CIL,US,SEDOL,B5367T7,BAH US Equity,15000,,15000,GC,5566198773197680960-CPB10920
CIL,US,SEDOL,B3B8H24,BALTF US Equity,25000,,0,N/A,N/A
CIL,US,SEDOL,BCD47X4,BANC US Equity,73000,,73000,GC,8046144729265124245-CPB10920
CIL,US,SEDOL,BD3FZ18,BAND US Equity,15000,,15000,GC,6461026363868335746-CPB10920
CIL,US,SEDOL,2078782,BANF US Equity,18000,,18000,GC,7158428644528311530-CPB10920
CIL,US,SEDOL,2346003,BANR US Equity,18000,,18000,GC,6842292448519762885-CPB10920
CIL,US,SEDOL,2232878,BAP US Equity,5000,,5000,GC,249081233273698151-CPB10920
CIL,US,SEDOL,BF44K24,BAR US Equity,66000,,50200,4.63,8248462978158905008-CPB10920
CIL,US,SEDOL,BYQ43R1,BAS US Equity,35000,,35000,2.63,6389659476778335908-CPB10920
CIL,US,SEDOL,2082965,BASFY US Equity,60000,,60000,11.00,2600657031491112739-CPB10920
CIL,US,SEDOL,2085102,BAX US Equity,20000,,20000,GC,4998513179175964379-CPB10920
CIL,US,SEDOL,2085652,BAYRY US Equity,56000,,56000,13.25,865829147695531719-CPB10920
CIL,US,SEDOL,2085878,BBBY US Equity,104000,,104000,4.88,552877411015476609-CPB10920
CIL,US,SEDOL,BTHHHK5,BBC US Equity,39000,,1386,8.13,1443047365233363191-CPB10920
CIL,US,SEDOL,B00FSK0,BBD US Equity,125000,,125000,GC,7322184973991000566-CPB10920
CIL,US,SEDOL,BFZ4N57,BBDC US Equity,100000,,84050,1.48,1147426346694393008-CPB10920
CIL,US,SEDOL,B7RL3L6,BBDO US Equity,134000,,0,N/A,N/A
CIL,US,SEDOL,BZ6C4R9,BBH US Equity,9000,,0,N/A,N/A
CIL,US,SEDOL,BK1KWG8,BBIO US Equity,40000,,40000,2.88,2081930994409030678-CPB10920
CIL,US,SEDOL,2878993,BBL US Equity,24000,,24000,GC,234335438277592105-CPB10920
CIL,US,SEDOL,B680JB7,BBN US Equity,41000,,41000,22.38,6743922534652426985-CPB10920
CIL,US,SEDOL,BTHHHM7,BBP US Equity,27000,,0,N/A,N/A
CIL,US,SEDOL,BKZH2J8,BBSEY US Equity,121000,,9799,8.75,1951386644128315728-CPB10920
CIL,US,SEDOL,2082675,BBSI US Equity,12000,,12000,GC,1349781295837851773-CPB10920
CIL,US,SEDOL,2830904,BBT US Equity,21000,,21000,GC,4061438603535498174-CPB10920
CIL,US,SEDOL,2042152,BBVA US Equity,197000,,197000,0.85,7534705929986001184-CPB10920
CIL,US,SEDOL,2094670,BBY US Equity,23000,,23000,GC,167528662400976424-CPB10920
CIL,US,SEDOL,2149309,BC US Equity,20000,,20000,GC,6971290174102586681-CPB10920
CIL,US,SEDOL,2848253,BCBP US Equity,78000,,65872,GC,6509707440832201093-CPB10920
CIL,US,SEDOL,B9BP4R1,BCC US Equity,32000,,32000,GC,1295318471407650905-CPB10920
CIL,US,SEDOL,BFXL996,BCD US Equity,42000,,0,N/A,N/A
CIL,US,SEDOL,BYXGJD8,BCEI US Equity,42000,,42000,GC,3240409276076739408-CPB10920
CIL,US,SEDOL,BJGSSC8,BCEL US Equity,73000,,62196,GC,4099229472041513464-CPB10920
CIL,US,SEDOL,2834252,BCH US Equity,35000,,22896,GC,4967684445065334567-CPB10920
CIL,US,SEDOL,BFXL9B8,BCI US Equity,45000,,0,N/A,N/A
CIL,US,SEDOL,BYSTY59,BCML US Equity,45000,,15992,GC,5035279563343900838-CPB10920
CIL,US,SEDOL,2691305,BCO US Equity,13000,,13000,GC,9145128014452930964-CPB10920
CIL,US,SEDOL,B8L2DV2,BCOR US Equity,48000,,48000,GC,3744688856174604305-CPB10920
CIL,US,SEDOL,B4XS3D2,BCOV US Equity,98000,,98000,GC,2083405781953497497-CPB10920
CIL,US,SEDOL,2072074,BCPC US Equity,11000,,11000,GC,2205742652523958246-CPB10920
CIL,US,SEDOL,2100362,BCRX US Equity,40000,,40000,GC,3673928919920954017-CPB10920
CIL,US,SEDOL,2077756,BCS US Equity,138000,,138000,GC,5953145887269406581-CPB10920
CIL,US,SEDOL,BG48294,BCSF US Equity,53000,,36253,11.50,3716720472231333793-CPB10920
CIL,US,SEDOL,B58DNB7,BCX US Equity,133000,,65142,19.38,169793575488307141-CPB10920
CIL,US,SEDOL,B01WL78,BDC US Equity,20000,,20000,GC,4791263342837255973-CPB10920
CIL,US,SEDOL,B64NQC0,BDCL US Equity,69000,,19277,8.13,7454777247033476238-CPB10920
CIL,US,SEDOL,B6053F2,BDCS US Equity,50000,,0,N/A,N/A
CIL,US,SEDOL,B00MZ11,BDGE US Equity,34000,,34000,GC,201980240574365999-CPB10920
CIL,US,SEDOL,B0J2MX3,BDJ US Equity,110000,,110000,13.38,7040293965392724886-CPB10920
CIL,US,SEDOL,2518954,BDN US Equity,68000,,68000,GC,7550264764565206439-CPB10920
CIL,US,SEDOL,B4N20W2,BDORY US Equity,90000,,0,N/A,N/A
CIL,US,SEDOL,B3FQ0G9,BDRFY US Equity,42000,,42000,39.13,3382337620413989270-CPB10920
CIL,US,SEDOL,2087807,BDX US Equity,6000,,6000,GC,4509112176554297828-CPB10920
CIL,US,SEDOL,BCD7L64,BEAT US Equity,25000,,25000,GC,309674651231239854-CPB10920
CIL,US,SEDOL,B02TS99,BECN US Equity,31000,,31000,GC,6775692681124397556-CPB10920
CIL,US,SEDOL,BYP7939,BEDU US Equity,105000,,7460,6.25,4351009735750300381-CPB10920
CIL,US,SEDOL,2350684,BEN US Equity,36000,,36000,GC,6121197537644658993-CPB10920
CIL,US,SEDOL,B8BR3H3,BERY US Equity,26000,,26000,GC,7740259309631814722-CPB10920
CIL,US,SEDOL,BF16M83,BEST US Equity,195000,,195000,GC,779124531593234546-CPB10920
CIL,US,SEDOL,2146816,BF/A US Equity,17000,,17000,GC,424512006712411652-CPB10920
CIL,US,SEDOL,2146838,BF/B US Equity,22000,,22000,GC,8479803345733794850-CPB10920
CIL,US,SEDOL,B7MJWP2,BFAM US Equity,7000,,7000,GC,955016430346190909-CPB10920
CIL,US,SEDOL,BNZLBS3,BFC US Equity,16000,,16000,8.63,8188743655023164664-CPB10920
CIL,US,SEDOL,2784034,BFK US Equity,72000,,17452,16.63,7668244366911623008-CPB10920
CIL,US,SEDOL,BBDJJV4,BFOR US Equity,26000,,0,N/A,N/A
CIL,US,SEDOL,BG0W8M5,BFRA US Equity,72000,,0,N/A,N/A
CIL,US,SEDOL,2777777,BFS US Equity,19000,,19000,2.50,4972916867834334681-CPB10920
CIL,US,SEDOL,BF5HDJ0,BFST US Equity,41000,,6219,2.63,731161276171989680-CPB10920
CIL,US,SEDOL,2784205,BFZ US Equity,74000,,0,N/A,N/A
CIL,US,SEDOL,2788713,BG US Equity,19000,,19000,GC,8842333244997781226-CPB10920
CIL,US,SEDOL,B804TC2,BGB US Equity,68000,,52561,10.88,2046131707922789632-CPB10920
CIL,US,SEDOL,2528168,BGCP US Equity,178000,,178000,GC,6438767559952153002-CPB10920
CIL,US,SEDOL,2156581,BGG US Equity,172000,,172000,GC,2084400797513137000-CPB10920
CIL,US,SEDOL,BDJ0GV4,BGH US Equity,57000,,16409,27.13,8035721589083192029-CPB10920
CIL,US,SEDOL,BYYWPW6,BGNE US Equity,8000,,8000,GC,9114787388607713093-CPB10920
CIL,US,SEDOL,B059238,BGR US Equity,91000,,30660,18.13,5331943512442646642-CPB10920
CIL,US,SEDOL,B034L49,BGS US Equity,50000,,50000,5.63,6677359981997570363-CPB10920
CIL,US,SEDOL,B02NLT2,BGT US Equity,82000,,82000,8.25,1325646259063180805-CPB10920
CIL,US,SEDOL,B1Z5L03,BGY US Equity,185000,,75536,15.00,4296981387677682099-CPB10920
CIL,US,SEDOL,BDT5ZH8,BH US Equity,10000,,10000,GC,3653987837114861874-CPB10920
CIL,US,SEDOL,BDT5ZF6,BH/A US Equity,2000,,0,N/A,N/A
CIL,US,SEDOL,2618111,BHB US Equity,42000,,34048,GC,1215540444914039873-CPB10920
CIL,US,SEDOL,2090816,BHE US Equity,35000,,35000,GC,2356546506733210375-CPB10920
CIL,US,SEDOL,BF429K9,BHF US Equity,26000,,26000,GC,7198177472627979771-CPB10920
CIL,US,Unknown,BHGE US,BHGE US Equity,43000,,0,N/A,N/A
CIL,US,SEDOL,2823380,BHK US Equity,70000,,34347,16.13,8535022763094945885-CPB10920
CIL,US,SEDOL,2606570,BHLB US Equity,35000,,35000,GC,2226200979524793257-CPB10920
CIL,US,SEDOL,2144337,BHP US Equity,28000,,28000,GC,8395077644796870004-CPB10920
CIL,US,SEDOL,BD8ZZ24,BHR US Equity,106000,,101515,GC,473133130314332706-CPB10920
CIL,US,SEDOL,B00MZ22,BHRB US Equity,1000,,0,N/A,N/A
CIL,US,SEDOL,BZ8FXC4,BHVN US Equity,23000,,23000,GC,5020740164224004384-CPB10920
CIL,US,SEDOL,B5VRWL9,BIB US Equity,23000,,0,N/A,N/A
CIL,US,SEDOL,B5W65F0,BICK US Equity,39000,,0,N/A,N/A
CIL,US,Unknown,BID US,BID US Equity,18000,,0,N/A,N/A
CIL,US,SEDOL,B0FXT17,BIDU US Equity,11000,,11000,GC,1673947823764161489-CPB10920
CIL,US,SEDOL,2925424,BIF US Equity,91000,,38532,16.50,3031084165298930231-CPB10920
CIL,US,SEDOL,2218447,BIG US Equity,42000,,42000,GC,3982686552362365438-CPB10920
CIL,US,SEDOL,2455965,BIIB US Equity,5000,,5000,GC,7045307146847500316-CPB10920
CIL,US,SEDOL,BDFDQP1,BIL US Equity,11000,,11000,1.35,8907469639238136043-CPB10920
CIL,US,SEDOL,BFNLRN6,BILI US Equity,69000,,69000,GC,8109330941564308867-CPB10920
CIL,US,SEDOL,2098508,BIO US Equity,3000,,3000,GC,781187526765162898-CPB10920
CIL,US,SEDOL,B98XM30,BIT US Equity,59000,,32766,8.63,5974389830664864428-CPB10920
CIL,US,SEDOL,B531ND8,BITA US Equity,67000,,67000,1.23,4895513206230792088-CPB10920
CIL,US,SEDOL,B1VZBT6,BIV US Equity,12000,,12000,0.85,4742609885224388278-CPB10920
CIL,US,SEDOL,BZ6C4Q8,BIZD US Equity,60000,,0,N/A,N/A
CIL,US,SEDOL,BFZNZF8,BJ US Equity,39000,,39000,GC,6900999887651097410-CPB10920
CIL,US,SEDOL,BZ6C543,BJK US Equity,28000,,0,N/A,N/A
CIL,US,SEDOL,2200552,BJRI US Equity,28000,,28000,GC,2744269786494618832-CPB10920
CIL,US,SEDOL,B1Z77F6,BK US Equity,22000,,22000,GC,2166653853123559599-CPB10920
CIL,US,SEDOL,B1VRDC9,BKCC US Equity,200000,,200000,GC,5477182721459375124-CPB10920
CIL,US,SEDOL,B0PZN33,BKD US Equity,137000,,137000,GC,5553845944444276530-CPB10920
CIL,US,SEDOL,2149934,BKE US Equity,51000,,51000,1.23,3526351612575894383-CPB10920
CIL,US,SEDOL,B29FC70,BKF US Equity,25000,,0,N/A,N/A
CIL,US,SEDOL,2101741,BKH US Equity,13000,,13000,GC,2412095583325471047-CPB10920
CIL,US,SEDOL,B1277V5,BKHYY US Equity,27000,,0,N/A,N/A
CIL,US,SEDOL,BDG75V1,BKI US Equity,17000,,17000,GC,8226573744414214429-CPB10920
CIL,US,SEDOL,2843593,BKK US Equity,67000,,0,N/A,N/A
CIL,US,SEDOL,BZ03L33,BKLN US Equity,45000,,45000,1.48,3108083891622228079-CPB10920
CIL,US,SEDOL,2538640,BKN US Equity,64000,,0,N/A,N/A
CIL,US,SEDOL,BDRXDB4,BKNG US Equity,1000,,1000,GC,288356528222944382-CPB10920
CIL,US,SEDOL,B3Q8387,BKRKY US Equity,70000,,0,N/A,N/A
CIL,US,SEDOL,2086956,BKT US Equity,166000,,161004,5.88,4518983431876555701-CPB10920
CIL,US,SEDOL,B3NNTZ4,BKU US Equity,30000,,30000,GC,6042434173239014162-CPB10920
CIL,US,SEDOL,BD3WZS6,BL US Equity,22000,,22000,GC,6735979134337041088-CPB10920
CIL,US,SEDOL,BW0FQV1,BLBD US Equity,54000,,36528,GC,827292603809023338-CPB10920
CIL,US,SEDOL,BFFY5S4,BLCN US Equity,44000,,0,N/A,N/A
CIL,US,SEDOL,BZ0P3W2,BLD US Equity,11000,,11000,GC,7240275284185137666-CPB10920
CIL,US,SEDOL,B0BV2M7,BLDR US Equity,50000,,50000,GC,6384075093441361635-CPB10920
CIL,US,SEDOL,2971795,BLE US Equity,68000,,0,N/A,N/A
CIL,US,SEDOL,BJH08B2,BLFS US Equity,55000,,55000,GC,5377406475960433791-CPB10920
CIL,US,SEDOL,BDFF9C5,BLHY US Equity,43000,,0,N/A,N/A
CIL,US,SEDOL,2494504,BLK US Equity,3000,,3000,GC,8886270282725740234-CPB10920
CIL,US,SEDOL,2458878,BLKB US Equity,12000,,12000,GC,117392230830289862-CPB10920
CIL,US,SEDOL,2073022,BLL US Equity,14000,,14000,GC,3787194553622507989-CPB10920
CIL,US,SEDOL,B847RJ0,BLMN US Equity,52000,,52000,GC,8272379531685967824-CPB10920
CIL,US,SEDOL,BF2BQ52,BLOK US Equity,56000,,0,N/A,N/A
CIL,US,SEDOL,BBFL7S1,BLUE US Equity,10000,,10000,1.10,6714178882744596851-CPB10920
CIL,US,SEDOL,B1VZBW9,BLV US Equity,10000,,10000,2.63,340967110936409588-CPB10920
CIL,US,SEDOL,2927130,BLW US Equity,64000,,64000,19.63,5692350883807645410-CPB10920
CIL,US,SEDOL,2069485,BLX US Equity,51000,,51000,GC,6976533413759697337-CPB10920
CIL,US,SEDOL,B0Y62M9,BMA US Equity,43000,,43000,GC,7409117999027930600-CPB10920
CIL,US,SEDOL,BYWKLM4,BMCH US Equity,39000,,39000,GC,3012460324705225517-CPB10920
CIL,US,SEDOL,B06Y5M2,BME US Equity,26000,,0,N/A,N/A
CIL,US,SEDOL,2069128,BMI US Equity,19000,,19000,GC,6024805473034322253-CPB10920
CIL,US,SEDOL,2647375,BMRC US Equity,24000,,23686,GC,6498292643048473481-CPB10920
CIL,US,SEDOL,2437071,BMRN US Equity,14000,,14000,GC,6039089364621282753-CPB10920
CIL,US,SEDOL,2619642,BMTC US Equity,28000,,28000,GC,690460021584317770-CPB10920
CIL,US,SEDOL,BD6KTC9,BMWYY US Equity,44000,,0,N/A,N/A
CIL,US,SEDOL,2126335,BMY US Equity,20000,,20000,GC,6887965977156697949-CPB10920
CIL,US,SEDOL,B1VZBS5,BND US Equity,12000,,12000,GC,6174296474842842056-CPB10920
CIL,US,SEDOL,BD2Z2D0,BNDW US Equity,13000,,0,N/A,N/A
CIL,US,SEDOL,BBDJJS1,BNDX US Equity,17000,,17000,GC,8298118220288668301-CPB10920
CIL,US,SEDOL,BDFN1P6,BNFT US Equity,41000,,41000,GC,9064095722355014076-CPB10920
CIL,US,SEDOL,B5KRMQ5,BNO US Equity,54000,,0,N/A,N/A
CIL,US,SEDOL,2568272,BNPQY US Equity,42000,,42000,8.63,7226163670933288513-CPB10920
CIL,US,SEDOL,B09DC69,BOE US Equity,97000,,53101,29.13,2212115768673942501-CPB10920
CIL,US,SEDOL,2074070,BOH US Equity,12000,,12000,GC,622532525221130874-CPB10920
CIL,US,SEDOL,BDZT6M6,BOIL US Equity,67000,,0,N/A,N/A
CIL,US,SEDOL,2109091,BOKF US Equity,13000,,13000,GC,8565641581391333630-CPB10920
CIL,US,SEDOL,BD0CZD4,BOLD US Equity,33000,,33000,GC,6000704880166679353-CPB10920
CIL,US,SEDOL,BZB2L51,BOMN US Equity,51000,,32582,1.60,7143746325040836982-CPB10920
CIL,US,SEDOL,B3S3Z95,BOND US Equity,10000,,10000,8.63,5057127602684710329-CPB10920
CIL,US,SEDOL,BYN8NH6,BOOM US Equity,24000,,24000,GC,8145828017729260799-CPB10920
CIL,US,SEDOL,BRS6600,BOOT US Equity,29000,,29000,GC,3710675668973631549-CPB10920
CIL,US,SEDOL,B968DX4,BOSSY US Equity,91000,,0,N/A,N/A
CIL,US,SEDOL,BD37KB9,BOTZ US Equity,51000,,51000,3.00,3706765584521605554-CPB10920
CIL,US,SEDOL,BVB3BV2,BOX US Equity,60000,,60000,GC,2175836347887667408-CPB10920
CIL,US,SEDOL,2142621,BP US Equity,40000,,40000,GC,5539101483788159269-CPB10920
CIL,US,SEDOL,2081133,BPFH US Equity,85000,,85000,GC,887388238893697696-CPB10920
CIL,US,SEDOL,2149860,BPL US Equity,25000,,25000,GC,2287176960082333645-CPB10920
