Account,Region,SecurityIDType,SecurityID,Description,Quantity,RequestID,QuantityReceived,Rate,LocateID
CIL,US,SEDOL,2428376,HIBB US Equity,47000,,47000,GC,4761472654605566391-CPB10920
CIL,US,SEDOL,2428439,HIFS US Equity,6000,,1390,GC,7170312971656999696-CPB10920
CIL,US,SEDOL,2476193,HIG US Equity,21000,,21000,GC,5423026273620872696-CPB10920
CIL,US,SEDOL,B40SSC9,HII US Equity,5000,,5000,GC,8725930769229958700-CPB10920
CIL,US,SEDOL,B7YHN62,HIIQ US Equity,46000,,46000,42.38,1541304542876550329-CPB10920
CIL,US,SEDOL,2795984,HIO US Equity,199000,,84957,29.88,4343791422353944609-CPB10920
CIL,US,SEDOL,2420640,HIW US Equity,23000,,23000,GC,197227529227384698-CPB10920
CIL,US,SEDOL,2434049,HIX US Equity,150000,,53014,16.50,1568341095342321756-CPB10920
CIL,US,Unknown,HK US,HK US Equity,103000,,0,N/A,N/A
CIL,US,SEDOL,B956436,HKHHY US Equity,21000,,0,N/A,N/A
CIL,US,SEDOL,B3F3QN9,HKXCY US Equity,35000,,0,N/A,N/A
CIL,US,SEDOL,B0539H3,HLF US Equity,26000,,26000,GC,692386249187608776-CPB10920
CIL,US,SEDOL,BYVTYT0,HLG US Equity,16000,,0,N/A,N/A
CIL,US,SEDOL,BYQ3PM7,HLI US Equity,23000,,23000,GC,3074041990680198466-CPB10920
CIL,US,SEDOL,BK8MDM0,HLIO US Equity,25000,,25000,GC,848673731118450278-CPB10920
CIL,US,SEDOL,2510659,HLIT US Equity,154000,,154000,GC,5662775562968189036-CPB10920
CIL,US,SEDOL,BF0SR29,HLNE US Equity,17000,,17000,GC,721465724266265415-CPB10920
CIL,US,SEDOL,BYVMW06,HLT US Equity,11000,,11000,GC,8417263414493662802-CPB10920
CIL,US,SEDOL,2303730,HLTOY US Equity,147000,,0,N/A,N/A
CIL,US,SEDOL,2037062,HLX US Equity,122000,,122000,GC,3733931008364756436-CPB10920
CIL,US,SEDOL,2435279,HMC US Equity,39000,,39000,GC,1426010499289399715-CPB10920
CIL,US,SEDOL,BGCBBK9,HMHC US Equity,183000,,183000,GC,5690045646255637862-CPB10920
CIL,US,SEDOL,BG0S0M7,HMI US Equity,98000,,98000,GC,4469919308679199405-CPB10920
CIL,US,SEDOL,BPPWW87,HMLP US Equity,65000,,19740,5.38,2512773754884210856-CPB10920
CIL,US,SEDOL,2437112,HMN US Equity,22000,,22000,GC,5629473402385380944-CPB10920
CIL,US,SEDOL,B4WHS46,HMST US Equity,37000,,37000,GC,4960650539448317174-CPB10920
CIL,US,SEDOL,2418043,HMSY US Equity,28000,,28000,GC,9182482166107751230-CPB10920
CIL,US,SEDOL,B8L2798,HMTV US Equity,83000,,21064,GC,4417028821509095917-CPB10920
CIL,US,SEDOL,2796653,HNGR US Equity,48000,,48000,GC,3291841100046484845-CPB10920
CIL,US,SEDOL,2435246,HNI US Equity,29000,,29000,GC,1120402562011148872-CPB10920
CIL,US,SEDOL,2411718,HNLGY US Equity,80000,,0,N/A,N/A
CIL,US,SEDOL,2441737,HNP US Equity,47000,,0,N/A,N/A
CIL,US,SEDOL,B5NRW84,HNTIY US Equity,195000,,0,N/A,N/A
CIL,US,SEDOL,B030XZ2,HOCPY US Equity,13000,,0,N/A,N/A
CIL,US,SEDOL,2748911,HOFT US Equity,48000,,48000,GC,2877299209671689462-CPB10920
CIL,US,SEDOL,2411053,HOG US Equity,30000,,30000,GC,4994947867166684047-CPB10920
CIL,US,SEDOL,B0JCH50,HOLI US Equity,68000,,68000,GC,277032098625373317-CPB10920
CIL,US,SEDOL,2433530,HOLX US Equity,24000,,24000,GC,7434649496407818005-CPB10920
CIL,US,SEDOL,B17MTL9,HOMB US Equity,54000,,54000,GC,7838198467159410029-CPB10920
CIL,US,SEDOL,BDCHR42,HOME US Equity,106000,,106000,GC,2437835536840308580-CPB10920
CIL,US,SEDOL,2020459,HON US Equity,8000,,8000,GC,321773382562331888-CPB10920
CIL,US,SEDOL,BK1KX10,HONE US Equity,100000,,100000,GC,8622182097678322700-CPB10920
CIL,US,SEDOL,BJ5K4M7,HOOK US Equity,127000,,5723,5.75,9022326195652836200-CPB10920
CIL,US,SEDOL,BYN87K7,HOPE US Equity,70000,,70000,GC,5706575503933225421-CPB10920
CIL,US,SEDOL,B00G814,HOS US Equity,175000,,21980,3.13,950957723850684684-CPB10920
CIL,US,SEDOL,2420101,HP US Equity,25000,,25000,GC,2758170268155726545-CPB10920
CIL,US,SEDOL,BYVYWS0,HPE US Equity,71000,,71000,GC,7451649027082795569-CPB10920
CIL,US,SEDOL,2108623,HPF US Equity,44000,,7358,21.88,1096996156227041294-CPB10920
CIL,US,SEDOL,2979216,HPI US Equity,43000,,43000,29.25,2570958828139464258-CPB10920
CIL,US,SEDOL,B64B9P8,HPP US Equity,30000,,30000,GC,1620901813138637026-CPB10920
CIL,US,SEDOL,BYX4D52,HPQ US Equity,58000,,58000,GC,7557646077088254737-CPB10920
CIL,US,SEDOL,2765147,HPS US Equity,51000,,15481,25.38,4462978494725771200-CPB10920
CIL,US,Unknown,HPT US,HPT US Equity,40000,,0,N/A,N/A
CIL,US,SEDOL,BRL5BS7,HQH US Equity,54000,,0,N/A,N/A
CIL,US,SEDOL,BRKXFM4,HQL US Equity,65000,,0,N/A,N/A
CIL,US,SEDOL,BP8XZL1,HQY US Equity,18000,,18000,GC,6230301587518474448-CPB10920
CIL,US,SEDOL,2417921,HR US Equity,31000,,31000,GC,3022632354484666455-CPB10920
CIL,US,SEDOL,2105505,HRB US Equity,43000,,43000,GC,5752588327662694625-CPB10920
CIL,US,SEDOL,2425924,HRC US Equity,10000,,10000,GC,5219825387272685259-CPB10920
CIL,US,SEDOL,BZBZ020,HRI US Equity,22000,,22000,GC,1148096925878314-CPB10920
CIL,US,SEDOL,2437264,HRL US Equity,29000,,29000,GC,1429507188068301637-CPB10920
CIL,US,Unknown,HRS US,HRS US Equity,10000,,0,N/A,N/A
CIL,US,SEDOL,BMN9870,HRTG US Equity,67000,,67000,GC,800364056885835399-CPB10920
CIL,US,SEDOL,BJ0XLZ3,HRTX US Equity,52000,,52000,GC,2295437924181325025-CPB10920
CIL,US,SEDOL,2400341,HSBC US Equity,27000,,27000,GC,7310901513747383348-CPB10920
CIL,US,SEDOL,2412700,HSC US Equity,52000,,52000,GC,1761684699558857103-CPB10920
CIL,US,SEDOL,2416962,HSIC US Equity,17000,,17000,GC,8611414377154330398-CPB10920
CIL,US,SEDOL,2413071,HSII US Equity,37000,,37000,GC,7805837158727267039-CPB10920
CIL,US,SEDOL,B44C366,HSKA US Equity,14000,,14000,GC,2153778459309290056-CPB10920
CIL,US,SEDOL,B16HRR7,HSQVY US Equity,61000,,0,N/A,N/A
CIL,US,SEDOL,2567503,HST US Equity,59000,,59000,GC,7734499164664935664-CPB10920
CIL,US,SEDOL,2577870,HSTM US Equity,38000,,38000,GC,2821268275538773533-CPB10920
CIL,US,SEDOL,2422806,HSY US Equity,10000,,10000,GC,6332772925474648578-CPB10920
CIL,US,SEDOL,BYYTSK6,HT US Equity,67000,,67000,GC,4099401409210858934-CPB10920
CIL,US,SEDOL,BT9QF28,HTA US Equity,35000,,35000,GC,218177422854144768-CPB10920
CIL,US,SEDOL,B84T2F7,HTBI US Equity,39000,,24208,GC,6484508301392721372-CPB10920
CIL,US,SEDOL,2503916,HTBK US Equity,85000,,85000,GC,6458395468526796925-CPB10920
CIL,US,SEDOL,2417802,HTD US Equity,37000,,37000,32.25,5294322547966982189-CPB10920
CIL,US,SEDOL,B07LT08,HTGC US Equity,75000,,75000,1.23,1370574102821911499-CPB10920
CIL,US,SEDOL,2365428,HTH US Equity,42000,,42000,GC,7445887096804325938-CPB10920
CIL,US,SEDOL,2428901,HTHIY US Equity,14000,,0,N/A,N/A
CIL,US,SEDOL,BFMFKK7,HTHT US Equity,30000,,30000,GC,2516171433310439442-CPB10920
CIL,US,SEDOL,2414018,HTLD US Equity,48000,,48000,GC,8770308547488271128-CPB10920
CIL,US,SEDOL,2828147,HTLF US Equity,23000,,23000,GC,1448359764422378014-CPB10920
CIL,US,SEDOL,BYP9SY9,HTUS US Equity,40000,,0,N/A,N/A
CIL,US,SEDOL,BZBYZY4,HTZ US Equity,74000,,74000,GC,7480835786856643656-CPB10920
CIL,US,SEDOL,BDFG6S3,HUBB US Equity,8000,,8000,GC,8963228117155135911-CPB10920
CIL,US,SEDOL,2407632,HUBG US Equity,22000,,22000,GC,8872016526504054450-CPB10920
CIL,US,SEDOL,BR4T3B3,HUBS US Equity,7000,,7000,GC,404014692921619656-CPB10920
CIL,US,SEDOL,BD58J80,HUD US Equity,81000,,81000,GC,58776387397242604-CPB10920
CIL,US,SEDOL,2445063,HUM US Equity,5000,,5000,GC,4002652193751451231-CPB10920
CIL,US,SEDOL,B0650B9,HUN US Equity,45000,,45000,GC,4594458989417284287-CPB10920
CIL,US,SEDOL,2446367,HURC US Equity,32000,,13917,GC,2068903494628064763-CPB10920
CIL,US,SEDOL,B018V76,HURN US Equity,17000,,17000,GC,6988232959546145750-CPB10920
CIL,US,SEDOL,BF4NQP6,HUYA US Equity,38000,,38000,GC,6985803703076734971-CPB10920
CIL,US,SEDOL,2921080,HVRRY US Equity,12000,,0,N/A,N/A
CIL,US,SEDOL,2414245,HVT US Equity,50000,,50000,GC,3848413581412157227-CPB10920
CIL,US,SEDOL,2538996,HVT/A US Equity,50000,,0,N/A,N/A
CIL,US,SEDOL,2415497,HWC US Equity,27000,,27000,GC,1299962819132633471-CPB10920
CIL,US,SEDOL,2415594,HWKN US Equity,24000,,23864,GC,3577797080631427189-CPB10920
CIL,US,SEDOL,B3Z0MB0,HXGBY US Equity,21000,,0,N/A,N/A
CIL,US,SEDOL,2416779,HXL US Equity,13000,,13000,GC,5922550226557094217-CPB10920
CIL,US,SEDOL,B7LG306,HY US Equity,19000,,19000,GC,8529393129409429859-CPB10920
CIL,US,SEDOL,BKBDSF8,HYAC US Equity,102000,,0,N/A,N/A
CIL,US,SEDOL,BKC6373,HYACU US Equity,97000,,0,N/A,N/A
CIL,US,SEDOL,BGSDJT4,HYD US Equity,16000,,16000,GC,3560288039174913394-CPB10920
CIL,US,SEDOL,BZ6C510,HYEM US Equity,44000,,0,N/A,N/A
CIL,US,SEDOL,B1VZ486,HYG US Equity,12000,,12000,GC,8193230895589994912-CPB10920
CIL,US,SEDOL,B97CB19,HYHG US Equity,16000,,0,N/A,N/A
CIL,US,SEDOL,B591JV2,HYI US Equity,66000,,66000,33.25,3923377808792308734-CPB10920
CIL,US,SEDOL,BZCGC26,HYLB US Equity,20000,,20000,1.35,5122539784697459029-CPB10920
CIL,US,SEDOL,B97RDZ2,HYLS US Equity,21000,,0,N/A,N/A
CIL,US,SEDOL,B44FJ45,HYMB US Equity,17000,,17000,8.13,9052608167985593063-CPB10920
CIL,US,SEDOL,BHB2FD1,HYND US Equity,55000,,0,N/A,N/A
CIL,US,SEDOL,B4521S3,HYS US Equity,10000,,10000,4.75,5118471674533462372-CPB10920
CIL,US,SEDOL,2446293,HYSNY US Equity,126000,,0,N/A,N/A
CIL,US,SEDOL,2692201,HYT US Equity,94000,,94000,5.38,4145706805649425138-CPB10920
CIL,US,SEDOL,BHB2FF3,HYZD US Equity,44000,,13814,8.63,6539465721138593919-CPB10920
CIL,US,SEDOL,BQPVQZ6,HZNP US Equity,37000,,37000,GC,8758578385969759666-CPB10920
CIL,US,SEDOL,2250353,HZO US Equity,65000,,65000,GC,5186055545749746970-CPB10920
CIL,US,SEDOL,B8CP440,I US Equity,43000,,43000,GC,798301368325525101-CPB10920
CIL,US,SEDOL,BJF8Q81,IAA US Equity,24000,,24000,GC,2853618944864766493-CPB10920
CIL,US,SEDOL,B0F0F09,IAC US Equity,5000,,5000,GC,7794289597401644425-CPB10920
CIL,US,SEDOL,B14MFZ8,IAI US Equity,16000,,0,N/A,N/A
CIL,US,SEDOL,B14MG00,IAK US Equity,14000,,0,N/A,N/A
CIL,US,SEDOL,2248693,IART US Equity,17000,,17000,GC,7930548231196069134-CPB10920
CIL,US,SEDOL,B14MG33,IAT US Equity,22000,,22000,1.48,6032564623296905596-CPB10920
CIL,US,SEDOL,B05ND15,IAU US Equity,69000,,69000,GC,1771520938767858967-CPB10920
CIL,US,SEDOL,2106490,IBA US Equity,20000,,0,N/A,N/A
CIL,US,SEDOL,2724892,IBB US Equity,10000,,10000,GC,8145211417841808882-CPB10920
CIL,US,SEDOL,BB22F27,IBCD US Equity,41000,,0,N/A,N/A
CIL,US,SEDOL,2492133,IBCP US Equity,47000,,47000,GC,5109279914488151296-CPB10920
CIL,US,SEDOL,BC9ZSM7,IBDC US Equity,39000,,0,N/A,N/A
CIL,US,SEDOL,BC9ZSN8,IBDD US Equity,38000,,0,N/A,N/A
CIL,US,SEDOL,BT9QFC8,IBDL US Equity,40000,,0,N/A,N/A
CIL,US,SEDOL,BWC54K4,IBDM US Equity,41000,,0,N/A,N/A
CIL,US,SEDOL,BWC54G0,IBDN US Equity,40000,,40000,12.00,1714391959815436648-CPB10920
CIL,US,SEDOL,BWC54J3,IBDO US Equity,40000,,36422,12.50,5706792750707655972-CPB10920
CIL,US,SEDOL,B1WPBW8,IBDRY US Equity,25000,,22865,6.38,3590704151865543545-CPB10920
CIL,US,SEDOL,2452450,IBKC US Equity,14000,,14000,GC,5026166542993738897-CPB10920
CIL,US,SEDOL,B1WT4X2,IBKR US Equity,20000,,20000,GC,8599211236629104670-CPB10920
CIL,US,SEDOL,2005973,IBM US Equity,8000,,8000,GC,1491510955911721819-CPB10920
CIL,US,SEDOL,2569286,IBN US Equity,81000,,81000,GC,856559683284845281-CPB10920
CIL,US,SEDOL,B4PCQR7,IBND US Equity,30000,,14939,11.13,6940834499307192551-CPB10920
CIL,US,SEDOL,2243911,IBOC US Equity,26000,,26000,GC,297740316838416240-CPB10920
CIL,US,SEDOL,BJSP4C9,IBP US Equity,17000,,17000,GC,7797496609649702254-CPB10920
CIL,US,SEDOL,B9M9ZZ7,IBTX US Equity,20000,,20000,GC,3730051856361700836-CPB10920
CIL,US,SEDOL,B3X30C8,ICAGY US Equity,85000,,0,N/A,N/A
CIL,US,SEDOL,BFSSDS9,ICE US Equity,17000,,17000,GC,5930227513648855533-CPB10920
CIL,US,SEDOL,2771166,ICF US Equity,9000,,0,N/A,N/A
CIL,US,SEDOL,B1FP363,ICFI US Equity,13000,,13000,GC,2735256316857070690-CPB10920
CIL,US,SEDOL,BD2B5Y0,ICHR US Equity,39000,,39000,GC,8955342808256331763-CPB10920
CIL,US,SEDOL,B3B8V99,ICLN US Equity,90000,,90000,14.38,1311027876399267740-CPB10920
CIL,US,SEDOL,B94G471,ICLR US Equity,7000,,7000,GC,8890128140487604461-CPB10920
CIL,US,SEDOL,BBP6Y85,ICOL US Equity,78000,,0,N/A,N/A
CIL,US,SEDOL,B7N59F8,ICPT US Equity,16000,,16000,GC,5393706211790769726-CPB10920
CIL,US,SEDOL,BH7CTW2,ICSH US Equity,20000,,20000,8.50,4947184631916639932-CPB10920
CIL,US,SEDOL,2451918,ICUI US Equity,7000,,7000,GC,6177515858135368231-CPB10920
CIL,US,SEDOL,2296937,IDA US Equity,9000,,9000,GC,9186107712346962329-CPB10920
CIL,US,SEDOL,B3F3Q17,IDCBY US Equity,76000,,0,N/A,N/A
CIL,US,SEDOL,2465737,IDCC US Equity,19000,,19000,GC,1446985155168780311-CPB10920
CIL,US,SEDOL,BLNN693,IDE US Equity,88000,,27319,13.88,2080552504229739781-CPB10920
CIL,US,SEDOL,BF0BYP0,IDEV US Equity,19000,,0,N/A,N/A
CIL,US,SEDOL,B3L4YX2,IDEXY US Equity,66000,,0,N/A,N/A
CIL,US,SEDOL,BBTPP85,IDOG US Equity,39000,,0,N/A,N/A
CIL,US,SEDOL,BFNQL28,IDRA US Equity,40000,,18570,3.25,8672843969823684125-CPB10920
CIL,US,SEDOL,2757304,IDT US Equity,90000,,90000,GC,1476462180301098607-CPB10920
CIL,US,SEDOL,2810058,IDU US Equity,7000,,0,N/A,N/A
CIL,US,SEDOL,B1YYR25,IDV US Equity,33000,,33000,5.50,8541137951522209330-CPB10920
CIL,US,SEDOL,2459202,IDXX US Equity,7000,,7000,GC,3887296177167580522-CPB10920
CIL,US,SEDOL,2971494,IEF US Equity,9000,,9000,GC,3098369337600068506-CPB10920
CIL,US,SEDOL,B8JW585,IEFA US Equity,17000,,17000,GC,5290820021123435826-CPB10920
CIL,US,SEDOL,B1MYR72,IEI US Equity,8000,,8000,1.35,5578571047280068251-CPB10920
CIL,US,SEDOL,B8NDCB6,IEMG US Equity,21000,,21000,GC,7039003614479008685-CPB10920
CIL,US,SEDOL,B14MFP8,IEO US Equity,20000,,20000,5.50,2653029197277671801-CPB10920
CIL,US,SEDOL,2023975,IEP US Equity,16000,,0,N/A,N/A
CIL,US,SEDOL,BD978B9,IESC US Equity,49000,,9525,GC,8198091534751346848-CPB10920
CIL,US,SEDOL,BN90WN8,IEUR US Equity,22000,,22000,GC,4494594887481115274-CPB10920
CIL,US,SEDOL,B29FBS4,IEUS US Equity,21000,,0,N/A,N/A
CIL,US,SEDOL,2639792,IEV US Equity,24000,,24000,5.00,3739035005060954899-CPB10920
CIL,US,SEDOL,2456612,IEX US Equity,7000,,7000,GC,6509154644834498143-CPB10920
CIL,US,SEDOL,B14MFQ9,IEZ US Equity,55000,,0,N/A,N/A
CIL,US,SEDOL,B29FBJ5,IFEU US Equity,28000,,0,N/A,N/A
CIL,US,SEDOL,2464165,IFF US Equity,9000,,9000,1.23,5921572588857243183-CPB10920
CIL,US,SEDOL,B29FBK6,IFGL US Equity,35000,,0,N/A,N/A
CIL,US,SEDOL,BN33F90,IFJPY US Equity,49000,,0,N/A,N/A
CIL,US,SEDOL,2445115,IFN US Equity,49000,,21900,8.38,1657912035708812202-CPB10920
CIL,US,SEDOL,2559975,IFNNY US Equity,54000,,54000,6.00,4955250390024998115-CPB10920
CIL,US,SEDOL,BP9FBV8,IFV US Equity,53000,,0,N/A,N/A
CIL,US,SEDOL,BLMQ585,IGD US Equity,167000,,167000,6.13,6459319617645295811-CPB10920
CIL,US,SEDOL,2812979,IGE US Equity,34000,,34000,3.38,9060134655851672563-CPB10920
CIL,US,SEDOL,B29YQM0,IGF US Equity,22000,,22000,3.38,1849983109268029317-CPB10920
CIL,US,SEDOL,BG802J6,IGHG US Equity,14000,,0,N/A,N/A
CIL,US,SEDOL,B61G9H8,IGI US Equity,48000,,0,N/A,N/A
CIL,US,SEDOL,B1MYR27,IGIB US Equity,18000,,18000,1.48,2005685535099171769-CPB10920
CIL,US,SEDOL,B4VTBY4,IGLB US Equity,16000,,16000,1.35,1116343833862950510-CPB10920
CIL,US,SEDOL,2760153,IGM US Equity,5000,,5000,8.88,731568047850013009-CPB10920
CIL,US,SEDOL,BKS3SM8,IGMS US Equity,49000,,21639,4.75,3407662159214588219-CPB10920
CIL,US,SEDOL,2810188,IGN US Equity,19000,,0,N/A,N/A
CIL,US,SEDOL,B3L99S7,IGOV US Equity,20000,,20000,2.88,6784126857631582762-CPB10920
CIL,US,SEDOL,B41PR22,IGR US Equity,129000,,84815,4.88,2740756249236163432-CPB10920
CIL,US,SEDOL,B1MYR50,IGSB US Equity,19000,,19000,GC,118620725696181422-CPB10920
CIL,US,SEDOL,BVG7F06,IGT US Equity,70000,,70000,GC,3879021648924950134-CPB10920
CIL,US,SEDOL,2810467,IGV US Equity,5000,,0,N/A,N/A
CIL,US,SEDOL,2461229,IHC US Equity,26000,,3029,GC,3019401046592014707-CPB10920
CIL,US,SEDOL,BMH0N74,IHDG US Equity,31000,,0,N/A,N/A
CIL,US,SEDOL,B14MFW5,IHE US Equity,8000,,0,N/A,N/A
CIL,US,SEDOL,B14MFX6,IHF US Equity,7000,,0,N/A,N/A
CIL,US,SEDOL,BF7NT10,IHG US Equity,17000,,0,N/A,N/A
CIL,US,SEDOL,B14MFY7,IHI US Equity,5000,,0,N/A,N/A
CIL,US,SEDOL,BZCP665,IHIT US Equity,97000,,15118,14.88,2358746517806038002-CPB10920
CIL,US,SEDOL,BJVR9Y9,IHRT US Equity,71000,,71000,3.00,8459050508293812928-CPB10920
CIL,US,SEDOL,BZ6C5H6,IHY US Equity,41000,,6141,2.88,7852851906511421181-CPB10920
CIL,US,SEDOL,2603612,IIF US Equity,53000,,23651,19.63,6888447657404221114-CPB10920
CIL,US,SEDOL,2325875,IIIN US Equity,49000,,49000,GC,2446191776981664676-CPB10920
CIL,US,SEDOL,BF2G4D1,IIIV US Equity,51000,,51000,GC,3031158355499109399-CPB10920
CIL,US,SEDOL,2444134,IIJIY US Equity,87000,,0,N/A,N/A
CIL,US,SEDOL,2610957,IIM US Equity,66000,,0,N/A,N/A
CIL,US,SEDOL,BD0NN55,IIPR US Equity,12000,,12000,8.63,5918834386604110674-CPB10920
CIL,US,SEDOL,2452698,IIVI US Equity,28000,,28000,GC,1973473216793458942-CPB10920
CIL,US,SEDOL,2611637,IJH US Equity,6000,,6000,GC,5043210842570244297-CPB10920
CIL,US,SEDOL,2689720,IJJ US Equity,7000,,7000,2.63,8916830508100439881-CPB10920
CIL,US,SEDOL,2775975,IJK US Equity,5000,,5000,2.63,9007663104690992653-CPB10920
CIL,US,SEDOL,2678869,IJR US Equity,13000,,13000,GC,8365470113274414736-CPB10920
CIL,US,SEDOL,2729552,IJS US Equity,7000,,7000,5.88,1459306856427507316-CPB10920
CIL,US,SEDOL,2812236,IJT US Equity,6000,,0,N/A,N/A
CIL,US,SEDOL,2812980,ILF US Equity,32000,,0,N/A,N/A
CIL,US,SEDOL,2613990,ILMN US Equity,6000,,6000,GC,4848209081224744161-CPB10920
CIL,US,SEDOL,BFFK7S6,ILPT US Equity,47000,,47000,GC,8630824026138918278-CPB10920
CIL,US,SEDOL,2473859,IMAX US Equity,46000,,46000,GC,3790623094308356308-CPB10920
CIL,US,SEDOL,BD5K2N2,IMBBY US Equity,40000,,40000,GC,261947701725347436-CPB10920
CIL,US,SEDOL,2460550,IMKTA US Equity,26000,,26000,GC,4068808290151153293-CPB10920
CIL,US,SEDOL,B87GF90,IMLP US Equity,63000,,0,N/A,N/A
CIL,US,SEDOL,2517854,IMMR US Equity,123000,,123000,GC,2282296866058159970-CPB10920
CIL,US,SEDOL,2457961,IMMU US Equity,64000,,64000,GC,1536884978905401590-CPB10920
CIL,US,SEDOL,2454241,IMO CN Equity,19000,,19000,GC,6331047439797404213-CPB10920
CIL,US,SEDOL,BDFG6Y9,IMOM US Equity,39000,,0,N/A,N/A
CIL,US,SEDOL,BFM8868,IMOS US Equity,48000,,15282,GC,1128678242305787863-CPB10920
CIL,US,SEDOL,2457950,IMPUY US Equity,158000,,30870,17.38,2829650970221692769-CPB10920
CIL,US,SEDOL,BVCY459,IMTM US Equity,35000,,29170,11.75,8352700647986016881-CPB10920
CIL,US,SEDOL,BG216W6,IMXI US Equity,71000,,71000,GC,584347855355229849-CPB10920
CIL,US,SEDOL,B0406N0,INBK US Equity,47000,,20388,GC,4314102844964911582-CPB10920
CIL,US,SEDOL,2471950,INCY US Equity,13000,,13000,GC,6428407050265904058-CPB10920
CIL,US,SEDOL,B6XGR72,INDA US Equity,30000,,30000,GC,6715522029167726458-CPB10920
CIL,US,SEDOL,2447821,INDB US Equity,14000,,14000,GC,2331848852899676039-CPB10920
CIL,US,SEDOL,BD6R629,INDL US Equity,17000,,0,N/A,N/A
CIL,US,SEDOL,B42LT12,INDY US Equity,28000,,28000,GC,4318788489486512835-CPB10920
CIL,US,SEDOL,B1YB5Y4,INFN US Equity,188000,,188000,GC,2582065171869616118-CPB10920
CIL,US,SEDOL,BD0Q558,INFO US Equity,16000,,16000,GC,6255036891876143413-CPB10920
CIL,US,SEDOL,2398822,INFY US Equity,91000,,91000,GC,4451684240675355266-CPB10920
CIL,US,SEDOL,2452643,ING US Equity,97000,,97000,GC,6887497060511796655-CPB10920
CIL,US,SEDOL,BJSVLL5,INGN US Equity,21000,,21000,GC,1992524377914426541-CPB10920
CIL,US,SEDOL,B7K24P7,INGR US Equity,13000,,13000,GC,1448969852705983717-CPB10920
CIL,US,SEDOL,B3M7R64,INN US Equity,87000,,87000,GC,5552792388921503877-CPB10920
CIL,US,SEDOL,BVV9XH0,INOV US Equity,60000,,60000,GC,6217858631262582263-CPB10920
CIL,US,SEDOL,B1KFDL3,INPTF US Equity,13000,,0,N/A,N/A
CIL,US,SEDOL,2453419,INS US Equity,23000,,23000,23.38,7449942710797842550-CPB10920
CIL,US,SEDOL,BYWSY52,INSG US Equity,199000,,121370,25.13,2652647013192388268-CPB10920
CIL,US,SEDOL,2614487,INSM US Equity,54000,,54000,GC,688181315891609357-CPB10920
CIL,US,SEDOL,BDT5KT5,INSP US Equity,16000,,16000,GC,5975503282321375370-CPB10920
CIL,US,SEDOL,BYZGBP2,INST US Equity,27000,,27000,GC,1686841903701836706-CPB10920
CIL,US,SEDOL,BJH89P7,INSUU US Equity,97000,,0,N/A,N/A
CIL,US,SEDOL,BYX60M4,INSW US Equity,56000,,56000,GC,8120846606633813751-CPB10920
CIL,US,SEDOL,2469450,INT US Equity,26000,,26000,GC,7593534344873856325-CPB10920
CIL,US,SEDOL,2463247,INTC US Equity,29000,,29000,GC,5630118562109501590-CPB10920
CIL,US,SEDOL,BWTM2Z9,INTF US Equity,40000,,0,N/A,N/A
CIL,US,SEDOL,2456441,INTL US Equity,24000,,24000,GC,1662339369500559754-CPB10920
CIL,US,SEDOL,2459020,INTU US Equity,9000,,9000,GC,5708776891007613348-CPB10920
CIL,US,SEDOL,BDDXF67,INVA US Equity,96000,,96000,GC,2210105704119815716-CPB10920
CIL,US,SEDOL,BD81GW9,INVH US Equity,35000,,35000,GC,187729835580148066-CPB10920
CIL,US,SEDOL,B66QLT9,INXN US Equity,13000,,13000,GC,6916842136550094739-CPB10920
CIL,US,SEDOL,BDJ0LS6,IONS US Equity,17000,,17000,GC,2763207136653889002-CPB10920
CIL,US,SEDOL,2760142,IOO US Equity,21000,,937,8.88,1814947089221173370-CPB10920
CIL,US,SEDOL,2245597,IOSP US Equity,12000,,12000,GC,2591747638080392519-CPB10920
CIL,US,SEDOL,BZ4SM86,IOTS US Equity,113000,,113000,GC,4406174731602475059-CPB10920
CIL,US,SEDOL,BF0DMK7,IOVA US Equity,50000,,50000,GC,4710772477515444291-CPB10920
CIL,US,SEDOL,2465254,IP US Equity,25000,,25000,GC,2308863505592369396-CPB10920
CIL,US,SEDOL,BN90WL6,IPAC US Equity,18000,,13392,15.25,6952799227336898386-CPB10920
CIL,US,SEDOL,2473150,IPAR US Equity,15000,,15000,GC,4190270389995552754-CPB10920
CIL,US,SEDOL,2466321,IPG US Equity,47000,,47000,GC,5880394095344436124-CPB10920
CIL,US,SEDOL,2698782,IPGP US Equity,8000,,8000,GC,1313028290847525605-CPB10920
CIL,US,SEDOL,B5TRVW5,IPHI US Equity,17000,,17000,GC,6861998299814998531-CPB10920
CIL,US,SEDOL,B1GHPN9,IPHS US Equity,31000,,31000,GC,4325368660018509116-CPB10920
CIL,US,SEDOL,BF0KZ09,IPOA US Equity,95000,,0,N/A,N/A
CIL,US,SEDOL,BD6JVC0,IPOA/U US Equity,89000,,0,N/A,N/A
CIL,US,SEDOL,BYWT1W1,IQ US Equity,59000,,59000,GC,907296346105595727-CPB10920
CIL,US,SEDOL,B87G7G1,IQDF US Equity,45000,,0,N/A,N/A
CIL,US,SEDOL,B8HDSC5,IQDY US Equity,42000,,0,N/A,N/A
CIL,US,SEDOL,2439000,IQI US Equity,79000,,0,N/A,N/A
CIL,US,SEDOL,BVCY437,IQLT US Equity,34000,,34000,1.23,6218686661077192175-CPB10920
